Day,Open,High,Low,Shares Traded,Turnover in Rs.,Close
Friday,868.55,871.15,853.4,37413997,8.03E+09,855.45
Monday,855.2,860.95,845.35,21959553,5.66E+09,859.8
Tuesday,859.85,874.15,859.85,27813540,6.71E+09,871.9
Thursday,872.15,889.7,872.15,32067132,9.01E+09,877.45
Friday,877.15,877.15,847.15,31493024,8.42E+09,849.8
Monday,850.3,858.6,841.1,19779089,5.44E+09,852.8
Tuesday,852.75,852.75,832.05,26430185,7.21E+09,834.55
Wednesday,834.55,847.95,834.55,16881577,4.32E+09,842.5
Thursday,842.3,852.05,838.75,25063915,6.08E+09,846.45
Friday,846.9,868.05,846.9,37681521,9.71E+09,866.5
Monday,866.9,889.45,866.9,35257877,7.98E+09,887.1
Tuesday,887.25,902.05,882.6,28273867,7.73E+09,899.95
Wednesday,900.2,916.8,900.2,34188776,7.83E+09,903.6
Thursday,903.15,913.2,897.35,30954507,7.06E+09,907.4
Friday,907.1,907.1,893.3,25930535,6.34E+09,899.7
Monday,900.2,921.65,900.2,31313987,7.61E+09,920.5
Tuesday,920.1,923.2,915.6,25550725,6.66E+09,920.8
Wednesday,921.4,926.55,912.6,26565576,6.86E+09,914.5
Thursday,914.45,919.95,908.55,24934188,5.43E+09,910.1
Friday,910,910,899.95,24649384,6.50E+09,901.65
Monday,902.1,908.05,895.85,26967846,7.31E+09,897.7
Tuesday,897.85,900.8,891.4,27855304,7.05E+09,897.25
Wednesday,897.9,910.75,897.9,20937589,4.77E+09,907.75
Thursday,908.2,936.5,908.2,34315648,1.07E+10,934.8
Friday,935.3,945.25,933,34919223,9.38E+09,934.95
Monday,935.6,941.45,926,26170018,8.09E+09,927.9
Tuesday,928.3,932.5,902.4,29569701,6.93E+09,908.4
Wednesday,908.3,912.25,896.05,24827328,6.17E+09,904.95
Monday,904.75,904.75,839.3,22435474,6.41E+09,840.75
Tuesday,839.95,848.2,820.1,28945770,7.16E+09,845.75
Wednesday,846.15,875.75,846.05,29678588,8.25E+09,874.25
Thursday,874.65,885.25,845.1,38660107,1.13E+10,847.95
Friday,847.95,861.55,842.1,35209873,8.61E+09,849.1
Monday,849.7,860.9,832.1,28132735,7.93E+09,835.8
Tuesday,835.45,835.75,810,36451812,8.47E+09,816.75
Wednesday,816.55,846.75,816.55,31667689,7.51E+09,843.55
Thursday,843.65,845.9,832.1,27178740,7.50E+09,835.65
Friday,836.25,844.7,829.25,27613979,6.98E+09,839.5
Monday,839.7,840,830.1,9082554,2.12E+09,831.25
Tuesday,831.15,831.45,803.3,29712938,7.03E+09,808.7
Thursday,809.3,825.2,805.7,28076555,6.95E+09,811.6
Friday,811.85,820.35,804.7,35961555,8.56E+09,817.35
Monday,817.6,854.1,817.6,31773485,8.26E+09,845.25
Tuesday,845.45,848.25,835.7,31475340,7.25E+09,841.6
Wednesday,842.8,857.75,831.55,34893081,8.67E+09,833.85
Thursday,833.55,834,818.95,28355177,6.81E+09,832.25
Friday,832.65,839.2,826.85,38295453,9.10E+09,828.85
Saturday,828.25,828.25,819.85,12583695,2.46E+09,824
Monday,824.2,829.1,812.3,29886562,7.68E+09,823.2
Tuesday,823.2,825.3,818.6,32844383,7.37E+09,820.9
Thursday,821.35,830.4,821.35,29842741,5.73E+09,829.15
Friday,829.2,842.15,829.2,42427065,7.55E+09,840.8
Monday,841.3,870.5,841.3,45122481,8.54E+09,864.65
Tuesday,864.8,871.6,859.7,33366105,6.91E+09,868.7
Wednesday,869.45,882.1,866.6,39875086,8.58E+09,868.85
Thursday,868.45,874.2,857.2,44858905,8.40E+09,871.75
Friday,871.7,877.25,865,47810851,8.95E+09,867.25
Monday,866.5,866.5,854.3,30888279,6.03E+09,855.35
Tuesday,855.45,861.65,854.55,31833062,5.89E+09,860
Wednesday,862.9,876.15,862.9,30292514,5.79E+09,875.05
Thursday,875.75,878.85,864.3,46817003,8.00E+09,865.1
Friday,865.1,867.7,855.35,35063527,6.68E+09,857.95
Saturday,857.85,857.95,853.95,6790720,1.53E+09,857.4
Monday,856.4,856.4,844.85,23056023,4.95E+09,847.55
Tuesday,850.05,851.55,840.75,31225595,6.66E+09,841.75
Thursday,838.85,843.55,821.4,31101499,5.71E+09,824.45
Friday,823.3,824.65,810.3,35280462,6.39E+09,812.45
Saturday,812.7,817.4,804.3,20341270,3.94E+09,810.85
Monday,808.6,817.75,800.1,27220367,6.00E+09,817.75
Tuesday,816.55,820.85,812.25,27858229,5.29E+09,816.65
Wednesday,820.35,826.05,817.35,30208457,5.42E+09,821.15
Thursday,821.3,822.5,814.5,19867616,4.32E+09,817.05
Friday,816.15,828.35,813.1,30710731,8.41E+09,828.35
Monday,829.75,846,828.2,29173053,6.65E+09,845.15
Tuesday,844.95,853.85,840.5,28673436,6.55E+09,853
Wednesday,855.95,864.7,855.1,32199462,6.89E+09,856.55
Thursday,858.6,865.8,858.5,23904988,5.55E+09,864.4
Friday,867.15,874.2,865.7,31454556,6.79E+09,870
Monday,871.65,874.75,861.95,25676565,5.48E+09,863.6
Tuesday,861,861.1,844.55,30901593,6.47E+09,845.05
Wednesday,844.65,851.55,836.85,29022023,6.18E+09,851.55
Thursday,835.45,845.1,827.9,35301866,7.47E+09,830.25
Friday,830.3,838.8,827.3,27463808,6.71E+09,835.2
Monday,845.6,859.55,845.25,26354663,6.29E+09,859.3
Tuesday,864.55,864.9,851.35,32824817,7.56E+09,857.3
Wednesday,866.25,874.65,858.7,31993234,7.72E+09,858.7
Thursday,856.3,863.5,854.75,32975019,7.31E+09,861.1
Monday,869.75,882.7,866.25,38534709,9.12E+09,879.85
Tuesday,876.9,881.25,867.8,32689290,8.13E+09,872.65
Wednesday,887.4,903.85,887,45233430,1.24E+10,899.95
Thursday,900.55,902.9,884.25,34689375,9.61E+09,884.25
Friday,886.75,892.2,882.6,31356585,8.07E+09,890.8
Monday,896.4,905.45,895.75,32224833,8.11E+09,897.8
Tuesday,901,907.2,893.15,36723940,8.76E+09,907.2
Wednesday,923.3,930.55,915.65,43232321,1.15E+10,928.25
Thursday,932.95,961.15,932.95,65480034,1.43E+10,954.7
Friday,969.95,990.05,966.4,65940665,1.49E+10,990.05
Monday,1005.15,1016.3,985.6,68195393,1.77E+10,985.6
Tuesday,976.7,985.55,953.9,48161247,1.21E+10,964.45
Wednesday,980.3,986.25,958.05,47242946,1.15E+10,961.2
Thursday,948,968.4,944.5,45300099,1.12E+10,954.75
Friday,961.7,967.85,932.25,40468309,1.23E+10,934.3
Monday,938.65,945.05,922.8,34511324,8.93E+09,944.9
Tuesday,944.15,948,923.2,39486242,1.04E+10,924.1
Thursday,935.15,967.2,932.8,49362375,1.33E+10,967.2
Friday,976.6,980.45,955.15,40609469,1.08E+10,957.05
Monday,954.35,956.65,935,40886744,1.09E+10,949.8
Wednesday,968.55,985.25,967.65,41775036,1.22E+10,971.3
Thursday,971.2,976.75,954.25,27405902,7.90E+09,955.1
Friday,956.8,966.35,952.7,24052319,7.52E+09,966.2
Monday,962.4,968.05,940.15,23175431,7.32E+09,940.15
Tuesday,940.1,945.15,924.95,30674923,8.60E+09,931.2
Wednesday,948,955.55,940.75,27335489,8.02E+09,952.4
Thursday,957.15,958.8,937.5,29432712,8.69E+09,939.7
Friday,939.65,943.7,930.1,23475400,7.10E+09,936.3
Monday,937.75,940.9,916.5,23981136,8.48E+09,916.5
Tuesday,914.7,924.75,907.45,29541446,8.53E+09,924.75
Wednesday,938.8,959.6,935.2,33200940,9.73E+09,959.45
Thursday,966.85,973.7,958.15,40018118,1.27E+10,960.05
Friday,965.7,972.75,962.35,26221936,8.19E+09,970.25
Monday,974.1,976.85,954.55,31546716,9.57E+09,954.55
Tuesday,952.55,960.25,951.5,29400810,7.76E+09,958.9
Wednesday,970.1,978.75,953.1,37830915,9.89E+09,969.05
Thursday,974.15,989.15,968.7,40515388,1.02E+10,973.45
Friday,979.4,985.4,975.85,40208800,8.59E+09,976.3
Monday,978.5,978.85,953.6,34742181,7.55E+09,953.85
Tuesday,949.3,952.65,938.65,37794136,8.70E+09,949.65
Wednesday,959.8,961.4,947.95,36949581,7.55E+09,957.65
Thursday,954.7,962.6,951.9,34382788,7.46E+09,954.3
Friday,955.4,955.75,938.2,32194644,7.38E+09,941.2
Saturday,947.35,981.55,932.2,59545919,1.55E+10,981.3
Monday,992.45,1018.4,984.45,47631336,1.35E+10,1015.8
Wednesday,1066.4,1073.05,1051.8,57521186,1.76E+10,1051.85
Thursday,1056.85,1060.55,1030.45,42622056,1.22E+10,1041.2
Friday,1043.45,1061.4,1033.8,55462206,1.56E+10,1054.45
Monday,1064.35,1080.3,1056.85,53110932,1.70E+10,1072.1
Tuesday,1074.25,1084.65,1071.75,44676449,1.39E+10,1078.35
Wednesday,1099.15,1099.8,1062.7,48973280,1.56E+10,1078.85
Thursday,1080.15,1085.4,1059.6,39363871,1.13E+10,1059.6
Friday,1066.85,1074.15,1057.1,35761793,1.07E+10,1072.65
Monday,1073.15,1082.5,1063.45,34696919,1.08E+10,1073.95
Tuesday,1068.85,1075.7,1052.9,39902925,1.21E+10,1053.15
Wednesday,1078.2,1088.55,1057.75,33748526,1.23E+10,1060.65
Thursday,1061.4,1074.6,1058.25,32796300,9.11E+09,1074.6
Friday,1080.7,1083.15,1056.4,34866588,9.88E+09,1062.9
Saturday,1063.15,1063.65,1053.6,5485787,1.73E+09,1060.35
Monday,1052.6,1066.6,1044.1,24383807,7.58E+09,1063
Tuesday,1063.95,1079.85,1063.9,34872342,1.10E+10,1072.95
Wednesday,1091.15,1091.9,1047.05,32963995,9.67E+09,1062.8
Thursday,1057.95,1068.15,1053.3,20303824,6.47E+09,1054.9
Friday,1054.95,1057.8,1033,22540158,7.05E+09,1041.25
Tuesday,1036,1054.65,1028.45,35050708,9.49E+09,1054.6
Wednesday,1076.95,1090.4,1073.65,29690593,9.77E+09,1078.05
Thursday,1082.55,1084.05,1062.45,21152167,6.85E+09,1063.45
Monday,1030.65,1036.45,1008.35,19413406,6.65E+09,1011.4
Tuesday,999.8,1025.95,993,24926385,8.41E+09,1024.2
Wednesday,1027.35,1043.4,1027,23963992,8.37E+09,1031.05
Thursday,1033,1036.95,1015.3,14698817,4.69E+09,1020.35
Friday,1021.55,1022.15,989.75,17734072,6.88E+09,993.4
Monday,984.55,999.65,972.7,13243040,4.83E+09,998.2
Tuesday,991.05,1006.15,989.9,17907082,5.26E+09,994.25
Thursday,968.4,980.65,964.35,13792167,4.32E+09,968.6
Friday,970.95,1044.85,965.15,23364336,6.91E+09,1044.45
Saturday,1065.5,1069.55,961.4,38235071,1.12E+10,966.95
Monday,961.3,1000.6,955.75,21631480,6.20E+09,993.9
Tuesday,995.65,1003.7,983.7,22584253,5.91E+09,995.4
Wednesday,997.35,1003.4,990.95,16536243,5.33E+09,996.65
Thursday,999.55,1012,971.9,20915374,6.06E+09,981.65
Friday,987.05,994.3,968.15,21265714,6.67E+09,982
Monday,945.9,955.5,931.3,24328639,6.53E+09,931.35
Wednesday,928.85,944.45,916,18546054,5.13E+09,943.5
Thursday,950.25,966.6,948.4,38928257,7.95E+09,966.6
Friday,970.9,980.75,969.6,26830845,6.34E+09,978.2
Monday,979.8,986.4,968.25,23766140,5.66E+09,970.75
Tuesday,971.9,1008.35,971.8,27442244,7.02E+09,1008.35
Wednesday,1014.65,1034.55,1004.9,41621435,1.17E+10,1019.55
Thursday,1024.95,1048.05,1023.95,38421163,1.27E+10,1046.95
Friday,1065.4,1080.7,1059.05,44518731,1.32E+10,1062.9
Monday,1070.75,1094.2,1070.35,39313449,1.17E+10,1094.2
Tuesday,1102.2,1121.95,1100.5,45785519,1.22E+10,1116
Wednesday,1135.45,1142.1,1086.7,60732425,1.55E+10,1110.9
Thursday,1131.95,1149.6,1130.85,55932129,1.49E+10,1148.1
Friday,1157.6,1173.55,1144.9,72328068,1.98E+10,1165.35
Monday,1164.45,1171.1,1120.7,71281125,1.78E+10,1151.9
Tuesday,1155.75,1176.3,1153.45,59038618,1.54E+10,1160.15
Wednesday,1169.6,1189.2,1161.6,76331970,1.67E+10,1180.25
Thursday,1181,1201.3,1166.9,63583657,1.41E+10,1166.9
Friday,1176.95,1177,1139.1,51665078,1.58E+10,1145.85
Monday,1147.4,1154.5,1132.5,39332382,9.07E+09,1151.6
Tuesday,1148.05,1164.2,1147.4,50694878,1.14E+10,1160.2
Wednesday,1165.15,1170.1,1122.6,49532545,1.23E+10,1135.5
Thursday,1132.85,1147.95,1091.45,43734545,1.10E+10,1091.45
Friday,1088,1098.25,1049.95,53625553,1.31E+10,1081.5
Monday,1098,1132.8,1097.85,45142046,1.11E+10,1132.3
Tuesday,1125.55,1139.8,1113,52296744,1.22E+10,1123.8
Wednesday,1120.65,1127.65,1107.2,37659523,9.28E+09,1125.15
Thursday,1129.9,1141.05,1127.3,48739231,1.04E+10,1136.65
Friday,1150.05,1162,1149.1,55682784,1.34E+10,1155.05
Monday,1159.55,1164.15,1150.2,39201548,9.50E+09,1156.65
Tuesday,1145.9,1178.95,1138.05,49665952,1.21E+10,1178.95
Wednesday,1180,1192.05,1159.25,50769204,1.15E+10,1163.2
Thursday,1163.7,1175.95,1159.6,46935354,9.91E+09,1162.6
Friday,1161.8,1162.95,1140.25,45659031,1.00E+10,1141.9
Monday,1140.75,1140.75,1099.85,37231705,8.45E+09,1126.9
Tuesday,1127.4,1143.3,1113.3,48334919,1.11E+10,1120.5
Wednesday,1120.35,1152.35,1109.7,61559276,1.42E+10,1148.15
Thursday,1148.95,1181.9,1148.95,55860460,1.39E+10,1176.35
Friday,1177.15,1189.2,1172.2,48306184,1.07E+10,1175.15
Monday,1175.3,1203.35,1175.3,43395719,9.81E+09,1202.3
Tuesday,1202.95,1219.45,1201.2,47528879,1.25E+10,1214.3
Wednesday,1215.95,1228.55,1188.65,51125370,1.46E+10,1193.15
Thursday,1192.55,1193.1,1171.3,42199588,1.10E+10,1181.3
Friday,1181.6,1197,1174.2,44870959,1.11E+10,1177
Monday,1177.05,1194.9,1177.05,31130006,7.47E+09,1192.2
Tuesday,1192.2,1198.7,1185.3,36787438,9.16E+09,1191.3
Wednesday,1191.45,1193.9,1179.65,31863604,7.61E+09,1187.7
Thursday,1187.85,1197,1179.3,36948339,9.39E+09,1183.2
Friday,1183.65,1204.15,1183.65,51739331,1.22E+10,1197.85
Monday,1197.95,1232.4,1197.95,55952520,1.46E+10,1230.25
Tuesday,1230.3,1246.4,1230.3,46084967,1.18E+10,1241.25
Wednesday,1241.65,1255.75,1238.15,59196355,1.61E+10,1243.7
Thursday,1243.9,1251.15,1238.4,56923181,1.50E+10,1244.05
Friday,1244.4,1260.7,1244.4,65222034,1.71E+10,1254
Monday,1254.1,1318.05,1254.1,66689438,1.96E+10,1315.35
Tuesday,1315.75,1338.15,1315.75,69956411,1.87E+10,1321.45
Wednesday,1322.9,1341.1,1306.2,62491537,1.62E+10,1335.15
Thursday,1335.55,1367.95,1310.45,71343991,2.01E+10,1317.7
Friday,1318.3,1331.75,1312.3,47853260,1.35E+10,1324.25
Monday,1325.35,1357.85,1325.35,47690607,1.43E+10,1349.6
Tuesday,1349.6,1350.35,1310.85,50203194,1.53E+10,1314.7
Wednesday,1314.8,1346.65,1302.8,40166722,1.41E+10,1340.15
Thursday,1339.05,1358.25,1337.55,43138275,1.55E+10,1349.2
Friday,1350,1367.3,1339.6,38453827,1.29E+10,1342.95
Monday,1342.6,1342.6,1314.8,30647841,1.01E+10,1326.15
Tuesday,1325.4,1327,1304.4,40019741,1.25E+10,1309.85
Wednesday,1309.75,1337,1309.75,40245151,1.31E+10,1320.1
Thursday,1320.75,1329.75,1312.55,46817455,1.48E+10,1325.7
Friday,1325.55,1325.55,1302.5,34290200,1.01E+10,1310.15
Monday,1309.85,1310.8,1282.85,25884347,8.47E+09,1289.6
Tuesday,1289.2,1290.8,1277.85,39013261,1.19E+10,1285.05
Wednesday,1285.9,1329.3,1285.9,43239315,1.31E+10,1326.4
Thursday,1326.75,1345.85,1317.5,33019385,1.11E+10,1323.3
Friday,1323.15,1326,1315.15,30085971,9.72E+09,1316.8
Monday,1316.9,1332.9,1312.8,37619856,1.16E+10,1327.75
Tuesday,1328.15,1328.4,1305.85,33652918,1.14E+10,1309.75
Wednesday,1308.75,1328.2,1295.2,34507359,1.18E+10,1315.3
Thursday,1315.9,1321.55,1308.05,27260405,9.62E+09,1309.5
Friday,1309.7,1317.1,1290.3,26029321,8.30E+09,1291.85
Monday,1292.35,1314.15,1292.35,34650361,9.37E+09,1309.9
Tuesday,1310.3,1327.9,1310.3,34956222,1.10E+10,1322.7
Wednesday,1326,1371.9,1326,46823761,1.44E+10,1363.35
Thursday,1363.5,1375.45,1341.55,43346181,1.29E+10,1345
Friday,1345.6,1350.3,1332.4,28902521,9.56E+09,1347.3
Monday,1347.75,1375.95,1347.75,46431149,1.25E+10,1369.7
Tuesday,1370.05,1385.6,1369.9,45408456,1.33E+10,1382.65
Wednesday,1383.45,1414,1341.35,50299041,1.40E+10,1371.65
Thursday,1371.9,1408.15,1371.9,38217896,1.28E+10,1402.5
Friday,1402.6,1425.2,1402.6,36606510,1.26E+10,1417.5
Monday,1417.8,1435.5,1417.8,46989716,1.41E+10,1422.6
Tuesday,1422.65,1424.05,1409.55,38972160,1.15E+10,1412
Wednesday,1412.05,1430.8,1397.7,43993413,1.40E+10,1410.7
Thursday,1410,1410,1372.5,32966516,1.02E+10,1375.85
Friday,1375.7,1384.25,1370.95,31511260,1.02E+10,1374.95
Monday,1375.45,1392.05,1372.5,30638177,9.63E+09,1390.2
Tuesday,1391.2,1403.75,1378.95,40411200,1.21E+10,1383.25
Wednesday,1385.55,1413.45,1385.55,43965745,1.39E+10,1399.5
Thursday,1400.15,1402.25,1388.65,41088137,1.23E+10,1396.9
Friday,1397.15,1398.6,1388.85,40904408,1.07E+10,1391.1
Tuesday,1391.9,1397.45,1366.25,43755495,1.46E+10,1370.55
Wednesday,1371,1392.35,1371,35088892,1.25E+10,1374.7
Thursday,1374.45,1375.35,1347.3,31300438,9.82E+09,1351.2
Friday,1350.35,1364.05,1329.7,34644812,1.32E+10,1359.7
Monday,1359.8,1379.05,1356.3,30797034,1.13E+10,1357.85
Tuesday,1358.45,1367.75,1348.6,36609865,1.39E+10,1350.6
Wednesday,1350.7,1400,1350.7,34759245,1.59E+10,1386.45
Thursday,1387.95,1403.55,1387.45,40007163,1.77E+10,1398
Friday,1397.45,1427.75,1396.75,53623795,1.74E+10,1412.25
Monday,1413.8,1427.15,1387.05,46403334,1.90E+10,1389.5
Tuesday,1389.25,1389.45,1363.45,55042402,1.77E+10,1379.15
Wednesday,1380.7,1429.05,1380.3,58492479,2.00E+10,1415.3
Thursday,1415.55,1432.55,1409.55,57209189,1.90E+10,1413.1
Friday,1414.65,1419.1,1389.05,49444898,1.82E+10,1403.2
Monday,1403.45,1406.35,1367.85,39013018,1.20E+10,1372.3
Tuesday,1372.4,1384.35,1358.95,46223533,1.78E+10,1378.15
Wednesday,1377.65,1419.75,1377.15,57096325,1.82E+10,1392.7
Thursday,1394.35,1475.45,1394.35,62423583,2.46E+10,1469.75
Friday,1470,1502.65,1462.75,55103382,2.33E+10,1479.25
Monday,1480.8,1504.55,1479.1,50443446,2.02E+10,1484
Tuesday,1484.4,1493.15,1472.35,55862923,2.19E+10,1483.85
Wednesday,1485.45,1510.5,1466,61674546,2.64E+10,1496.3
Thursday,1497.3,1522.85,1496.65,40798761,1.88E+10,1505.2
Friday,1505.7,1512,1448.95,33570666,1.51E+10,1454.55
Monday,1454.9,1461.45,1426.15,48449171,2.01E+10,1444.05
Wednesday,1446.2,1498.7,1446.2,56371669,2.23E+10,1477.65
Thursday,1478,1496.45,1448.35,57106864,2.02E+10,1453.35
Friday,1452.6,1452.6,1421.4,47318625,1.74E+10,1430.25
Saturday,1430.75,1451.85,1429.1,13421359,4.14E+09,1449.8
Monday,1449.85,1457.2,1410.85,50227435,1.74E+10,1426.2
Tuesday,1426.6,1431.5,1410.95,43549612,1.83E+10,1414.35
Wednesday,1419.1,1440.7,1400.75,46640392,1.73E+10,1411.4
Thursday,1411.2,1411.45,1361.05,38435832,1.51E+10,1367.7
Friday,1367.9,1370.8,1296.7,54898848,2.08E+10,1325.45
Monday,1325.9,1332.7,1260.8,42509452,1.50E+10,1270
Tuesday,1269.3,1335.6,1239.8,49344614,1.67E+10,1332.2
Wednesday,1332.7,1353.55,1303.25,51551841,1.91E+10,1326.4
Thursday,1326.85,1339.75,1313.6,36095298,1.73E+10,1336.8
Friday,1336.75,1369.65,1336.55,42069165,1.92E+10,1364.55
Sunday,1364.7,1382.25,1364.7,14703133,6.17E+09,1369.6
Tuesday,1370.5,1374.8,1345.25,36465784,1.68E+10,1371.2
Wednesday,1371.6,1392.55,1371.6,28087976,1.46E+10,1389.1
Thursday,1389.2,1402.7,1382.3,36513793,2.02E+10,1389.6
Friday,1389.25,1389.4,1368.85,24594677,1.35E+10,1373.55
Monday,1372.75,1381.1,1358.15,21003729,1.02E+10,1362.7
Tuesday,1362.3,1362.3,1351.4,24934776,1.10E+10,1357.75
Wednesday,1367.65,1381.5,1352.25,28939420,1.29E+10,1352.25
Thursday,1353.4,1366.25,1342.25,24289422,1.28E+10,1364.25
Friday,1365.25,1381.05,1360.05,25393385,1.14E+10,1361.85
Monday,1362.4,1378.1,1358.2,30071822,1.38E+10,1375.25
Wednesday,1376.5,1404.05,1376.5,41974204,2.16E+10,1394.95
Thursday,1395.85,1417.65,1395.85,36846097,2.02E+10,1408.65
Friday,1409.35,1418.15,1395.5,34638373,1.86E+10,1399.6
Monday,1399.8,1401.25,1382.2,29331668,1.68E+10,1384.65
Tuesday,1384.9,1386.75,1370.55,31627112,1.72E+10,1376.15
Wednesday,1375.05,1401.1,1374.7,30994153,2.19E+10,1388.75
Thursday,1388.2,1420.7,1387.2,35590582,2.03E+10,1408.85
Friday,1409.05,1436.65,1409.05,41864176,1.98E+10,1418
Monday,1418.3,1445.6,1418.3,36327200,1.88E+10,1442.85
Tuesday,1443.2,1455.4,1439.65,40659301,2.02E+10,1445.15
Wednesday,1451.1,1486.15,1420.95,55489809,2.42E+10,1438.65
Thursday,1437.1,1451.5,1428.05,28324031,1.66E+10,1447.55
Friday,1448.05,1462.6,1437,30857013,1.49E+10,1439.7
Monday,1440.2,1444.95,1421.85,25627987,1.56E+10,1427.65
Tuesday,1427.9,1431.25,1391.1,36426032,1.78E+10,1398.25
Wednesday,1396.6,1410.8,1376.75,27406330,1.42E+10,1401.4
Thursday,1404.05,1428.5,1402.75,23552094,1.62E+10,1419.7
Friday,1420.1,1439.25,1414.15,29845835,1.54E+10,1419.3
Monday,1419.45,1435.55,1418.75,31078939,1.30E+10,1422.45
Tuesday,1422.6,1437.6,1413.85,30195486,1.37E+10,1421.7
Wednesday,1429.15,1486.9,1429.15,44342451,1.53E+10,1481.7
Thursday,1481.6,1510.85,1481.6,17185124,7.62E+09,1488.35
Friday,1488.05,1489.9,1453.35,25668024,1.12E+10,1459
Monday,1459.65,1460.5,1427.7,21846872,1.07E+10,1432.1
Tuesday,1427.45,1451.35,1418.85,28571075,1.40E+10,1442.2
Wednesday,1443.9,1483.4,1443.9,19747988,1.50E+10,1476.35
Thursday,1489.2,1504.95,1476.75,14707482,9.11E+09,1480.45
Monday,1482.15,1592.9,1482.15,25358322,8.84E+09,1592.2
Tuesday,1594.4,1641.95,1594.4,38787872,1.97E+10,1638.7
Wednesday,1634.55,1635.5,1555.05,62153431,3.08E+10,1595.8
Thursday,1595.8,1639,1595.8,51272875,2.53E+10,1617.6
Friday,1616.6,1628.25,1597.2,54315945,1.91E+10,1613.3
Monday,1615.65,1662.1,1614.95,45013949,2.38E+10,1632.95
Tuesday,1633.25,1639.9,1548.25,49120254,2.60E+10,1572.5
Wednesday,1572.3,1631.55,1571.7,38364961,1.90E+10,1624.8
Thursday,1627.85,1671.15,1613.65,44738447,2.24E+10,1621.4
Friday,1622.15,1627.4,1591.4,43292009,1.98E+10,1622.75
Monday,1623.5,1668.45,1604.65,42683260,2.16E+10,1611.6
Tuesday,1611.65,1615.15,1587.85,37564199,1.79E+10,1606.7
Wednesday,1610.05,1644.45,1608.85,42981295,2.16E+10,1634.85
Thursday,1634.65,1644.4,1596.65,42625471,2.02E+10,1601.1
Friday,1601.25,1626.5,1593.2,39715905,2.01E+10,1620.6
Monday,1623.05,1645,1608.3,34726595,1.91E+10,1613.6
Tuesday,1612.95,1613.65,1579.55,36881758,1.88E+10,1586.4
Thursday,1600.5,1633.55,1600.05,38102878,1.96E+10,1603.9
Friday,1603.65,1610.9,1592.7,46563431,2.15E+10,1599.1
Monday,1598.35,1598.35,1538.7,36153239,1.50E+10,1546.2
Tuesday,1546.2,1554.15,1521.4,37161352,1.69E+10,1549.5
Wednesday,1554.2,1605.9,1554.2,39358471,1.76E+10,1588
Thursday,1591.25,1616.7,1591.25,40826374,1.54E+10,1597.9
Friday,1598.5,1621.35,1596.45,30459542,1.69E+10,1599.75
Monday,1599.8,1645.9,1599.8,34666978,2.04E+10,1636.6
Tuesday,1636.6,1676.1,1636.6,40722843,1.98E+10,1662.75
Wednesday,1666.95,1731.65,1666.7,41767017,2.10E+10,1689.65
Thursday,1692.1,1713.7,1692.1,30110126,1.66E+10,1711.2
Friday,1712.85,1771.65,1712.85,33406798,1.83E+10,1756
Monday,1777.75,1795.45,1738.75,31621011,1.73E+10,1744.5
Tuesday,1744.5,1744.5,1694.45,39135619,2.37E+10,1702.55
Wednesday,1704.85,1742.8,1704.15,31314383,1.81E+10,1711.1
Thursday,1710.05,1753.1,1710.05,28333952,1.82E+10,1742.1
Friday,1742.3,1764.15,1713.45,24491796,1.47E+10,1717.8
Monday,1719.55,1767.8,1719.55,26015488,1.92E+10,1753.5
Tuesday,1754.2,1781.05,1733.55,33425078,2.42E+10,1739.05
Wednesday,1745.2,1818.15,1689.2,27905642,2.39E+10,1696.4
Thursday,1696.4,1751.6,1693.1,23492408,1.92E+10,1732
Friday,1734.05,1757.05,1699.25,19458640,1.24E+10,1710.45
Monday,1711.15,1726.65,1670.75,27266318,1.49E+10,1722.55
Tuesday,1722.85,1783.3,1626.35,49498835,3.21E+10,1654.8
Wednesday,1661.5,1727.9,1630,37586272,1.72E+10,1712.7
Thursday,1713.65,1773.85,1690.05,42276125,1.46E+10,1696.55
Friday,1696.45,1719.15,1644.4,29500370,1.75E+10,1656
Monday,1656,1721,1656,32426509,1.50E+10,1688.5
Tuesday,1711.85,1730.85,1684.9,36861204,1.96E+10,1702.75
Wednesday,1717.75,1765.25,1654.45,30249973,2.44E+10,1666.35
Thursday,1667.45,1692.25,1595.45,27734646,2.34E+10,1646.25
Friday,1647.85,1680.45,1588.2,23714154,1.85E+10,1602.75
Monday,1601.4,1645,1553.45,32025029,2.34E+10,1560.7
Tuesday,1561.55,1571.3,1503.2,37965722,2.10E+10,1567.05
Wednesday,1546.8,1630.95,1538.7,28895834,1.98E+10,1620.1
Thursday,1620.4,1621.2,1554.3,33981961,1.87E+10,1562.2
Tuesday,1563.3,1585.25,1542.65,30768798,2.02E+10,1556.6
Wednesday,1551.05,1604,1551.05,26938367,1.58E+10,1589.6
Thursday,1590.3,1629.2,1544.5,21308741,1.65E+10,1553.4
Friday,1554.2,1579.4,1540.45,15407574,1.35E+10,1569.55
Monday,1570.45,1593.3,1555.75,19049762,1.22E+10,1562.95
Tuesday,1563.3,1575.85,1527.55,28174402,1.84E+10,1568.6
Wednesday,1569.3,1609.4,1553.4,32288722,1.47E+10,1558.25
Thursday,1556.95,1557.85,1489.1,38871150,1.56E+10,1549.5
Friday,1545.55,1545.55,1493.9,49680971,1.76E+10,1528.45
Monday,1528.7,1555.5,1510.75,50909584,1.64E+10,1534.75
